antecedente,consecuente,support,confidence,lift
gaming_hours=Q4 + study_hours=Q1,reaction_time_ms=Q1,0.0508582326764145,0.8368200836820084,3.344303840527945
reaction_time_ms=Q1,gaming_hours=Q4 + stress_level=Low + study_hours=Q1,0.0508582326764145,0.2032520325203252,3.344303840527945
reaction_time_ms=Q1,gaming_hours=Q4 + study_hours=Q1,0.0508582326764145,0.2032520325203252,3.344303840527945
gaming_hours=Q4 + stress_level=Low + study_hours=Q1,reaction_time_ms=Q1,0.0508582326764145,0.8368200836820084,3.344303840527945
device_usage=Q4 + gender=Male + reaction_time_ms=Q1,addiction_score=Q4,0.06547997457088366,0.8346839546191248,3.344263526785235
addiction_score=Q4,device_usage=Q4 + gender=Male + reaction_time_ms=Q1,0.06547997457088366,0.2623535404992358,3.3442635267852348
gender=Male + reaction_time_ms=Q1,device_usage=Q4 + gaming_hours=Q4,0.07107438016528926,0.5756951596292482,3.3440490623958916
device_usage=Q4 + gaming_hours=Q4,gender=Male + reaction_time_ms=Q1,0.07107438016528926,0.41285081240768096,3.3440490623958916
addiction_score=Q4 + device_usage=Q4,gaming_hours=Q4,0.1469802924348379,0.8358640636297904,3.343881414266684
gaming_hours=Q4,addiction_score=Q4 + device_usage=Q4,0.1469802924348379,0.5879959308240081,3.343881414266684
gaming_hours=Q1 + reaction_time_ms=Q4,addiction_score=Q1 + gaming_genre=FPS,0.07094723458359822,0.33797698364627504,3.3436339325508846
addiction_score=Q1 + gaming_genre=FPS,gaming_hours=Q1 + reaction_time_ms=Q4,0.07094723458359822,0.7018867924528303,3.3436339325508846
device_usage=Q4 + reaction_time_ms=Q1 + stress_level=Low,addiction_score=Q4,0.11532104259376987,0.8344066237350506,3.3431523666205667
addiction_score=Q4,device_usage=Q4 + reaction_time_ms=Q1 + stress_level=Low,0.11532104259376987,0.46204788588894546,3.3431523666205667
gaming_hours=Q1,reaction_time_ms=Q4,0.20991735537190082,0.8355263157894736,3.3425302511109916
reaction_time_ms=Q4,gaming_hours=Q1,0.20991735537190082,0.8397761953204476,3.3425302511109916
reaction_time_ms=Q1 + sleep_hours=Q2,gaming_hours=Q4,0.05098537825810553,0.8354166666666667,3.342091598847067
gaming_hours=Q4,reaction_time_ms=Q1 + sleep_hours=Q2,0.05098537825810553,0.2039674465920651,3.3420915988470665
gaming_genre=FPS + reaction_time_ms=Q4 + stress_level=Medium,gaming_hours=Q1,0.07590591226954864,0.839662447257384,3.342077503886298
gaming_hours=Q1,gaming_genre=FPS + reaction_time_ms=Q4 + stress_level=Medium,0.07590591226954864,0.3021255060728745,3.3420775038862978
reaction_time_ms=Q1,attendance=Q4 + gaming_hours=Q4,0.051875397329942785,0.2073170731707317,3.3412884846061575
attendance=Q4 + gaming_hours=Q4,reaction_time_ms=Q1,0.051875397329942785,0.8360655737704917,3.341288484606157
gaming_hours=Q4,reaction_time_ms=Q1 + study_hours=Q1,0.0508582326764145,0.2034587995930824,3.3407170329845366
reaction_time_ms=Q1 + study_hours=Q1,gaming_hours=Q4,0.0508582326764145,0.8350730688935282,3.3407170329845366
gaming_hours=Q4,reaction_time_ms=Q1 + study_hours=Q4,0.052129688493324854,0.20854526958290945,3.3405469353759325
reaction_time_ms=Q1 + study_hours=Q4,gaming_hours=Q4,0.052129688493324854,0.8350305498981669,3.3405469353759325
gaming_hours=Q1 + stress_level=Medium,reaction_time_ms=Q4,0.18334392879847425,0.834973943254198,3.3403204800072572
reaction_time_ms=Q4,gaming_hours=Q1 + stress_level=Medium,0.18334392879847425,0.733468972533062,3.340320480007257
gaming_genre=FPS + gaming_hours=Q1 + stress_level=Medium,reaction_time_ms=Q4,0.07590591226954864,0.834965034965035,3.3402848423194307
reaction_time_ms=Q4,gaming_genre=FPS + gaming_hours=Q1 + stress_level=Medium,0.07590591226954864,0.3036622583926755,3.3402848423194307
grades=Q4 + reaction_time_ms=Q4,addiction_score=Q1 + device_usage=Q1,0.06916719643992371,0.6017699115044248,3.340099050093367
addiction_score=Q1 + device_usage=Q1,grades=Q4 + reaction_time_ms=Q4,0.06916719643992371,0.383909668313338,3.3400990500933667
gaming_hours=Q4 + grades=Q1,gender=Female + reaction_time_ms=Q1,0.05378258105530833,0.39239332096474955,3.3400145772594754
gender=Female + reaction_time_ms=Q1,gaming_hours=Q4 + grades=Q1,0.05378258105530833,0.4577922077922078,3.3400145772594754
gender=Female + reaction_time_ms=Q1,device_usage=Q4 + gaming_hours=Q4,0.06751430387794025,0.5746753246753248,3.3381251318843645
device_usage=Q4 + gaming_hours=Q4,gender=Female + reaction_time_ms=Q1,0.06751430387794025,0.39217134416543575,3.338125131884364
addiction_score=Q4 + device_usage=Q4,gaming_hours=Q4 + gender=Male,0.07234583598219962,0.4114244396240058,3.335931152209078
gaming_hours=Q4 + gender=Male,addiction_score=Q4 + device_usage=Q4,0.07234583598219962,0.5865979381443299,3.3359311522090778
gaming_hours=Q1,reaction_time_ms=Q4 + sleep_hours=Q4,0.05060394151303242,0.20141700404858298,3.3350415512465372
attendance=Q2 + reaction_time_ms=Q4,gaming_hours=Q1,0.05060394151303242,0.8378947368421052,3.3350415512465372
gaming_hours=Q1,attendance=Q2 + reaction_time_ms=Q4,0.05060394151303242,0.20141700404858298,3.3350415512465372
reaction_time_ms=Q4 + sleep_hours=Q4 + stress_level=Medium,gaming_hours=Q1,0.05060394151303242,0.8378947368421052,3.3350415512465372
reaction_time_ms=Q4 + sleep_hours=Q4,gaming_hours=Q1,0.05060394151303242,0.8378947368421052,3.3350415512465372
gaming_hours=Q1,reaction_time_ms=Q4 + sleep_hours=Q4 + stress_level=Medium,0.05060394151303242,0.20141700404858298,3.3350415512465372
gaming_hours=Q4 + study_hours=Q2,reaction_time_ms=Q1,0.05441830896376351,0.834307992202729,3.3342644098955607
reaction_time_ms=Q1,gaming_hours=Q4 + study_hours=Q2,0.05441830896376351,0.21747967479674798,3.3342644098955607
gaming_hours=Q4 + stress_level=Low + study_hours=Q2,reaction_time_ms=Q1,0.05441830896376351,0.834307992202729,3.3342644098955607
reaction_time_ms=Q1,gaming_hours=Q4 + stress_level=Low + study_hours=Q2,0.05441830896376351,0.21747967479674798,3.3342644098955607
gaming_genre=Casual + reaction_time_ms=Q1,gaming_hours=Q4 + stress_level=Low,0.05645263827082009,0.7278688524590164,3.3341226118754594
gaming_hours=Q4 + stress_level=Low,gaming_genre=Casual + reaction_time_ms=Q1,0.05645263827082009,0.2585905649388468,3.3341226118754594
gaming_hours=Q4,addiction_score=Q4 + age=Q1 + stress_level=Low,0.055944055944055944,0.22380467955239064,3.3337572058324856
addiction_score=Q4 + age=Q1 + stress_level=Low,gaming_hours=Q4,0.055944055944055944,0.8333333333333334,3.3337572058324856
gaming_hours=Q1,grades=Q3 + reaction_time_ms=Q4,0.06408137317228227,0.2550607287449393,3.3323133414932684
grades=Q3 + reaction_time_ms=Q4,gaming_hours=Q1,0.06408137317228227,0.8372093023255814,3.332313341493268
reaction_time_ms=Q4 + stress_level=Medium,gaming_hours=Q1,0.18334392879847425,0.8369123621590249,3.331131441488224
gaming_hours=Q1,reaction_time_ms=Q4 + stress_level=Medium,0.18334392879847425,0.7297570850202428,3.331131441488224
addiction_score=Q1,gaming_hours=Q1 + grades=Q4 + reaction_time_ms=Q4,0.08467895740623013,0.3382427628237684,3.329511050824704
gaming_hours=Q1 + grades=Q4 + reaction_time_ms=Q4,addiction_score=Q1,0.08467895740623013,0.8335419274092616,3.329511050824704
addiction_score=Q2 + reaction_time_ms=Q3,gaming_hours=Q2 + gender=Male,0.05098537825810553,0.3966369930761622,3.3292955715517776
gaming_hours=Q2 + gender=Male,addiction_score=Q2 + reaction_time_ms=Q3,0.05098537825810553,0.4279615795090715,3.3292955715517776
addiction_score=Q4,device_usage=Q4 + reaction_time_ms=Q1,0.13210425937698664,0.5292919001528272,3.3276425217441936
device_usage=Q4 + reaction_time_ms=Q1,addiction_score=Q4,0.13210425937698664,0.8305355715427657,3.3276425217441936
gaming_hours=Q1 + social_activity=Q2,reaction_time_ms=Q4,0.0540368722186904,0.831702544031311,3.327233219128312
reaction_time_ms=Q4,gaming_hours=Q1 + social_activity=Q2,0.0540368722186904,0.21617497456765003,3.327233219128312
gaming_hours=Q4,addiction_score=Q4 + gender=Male + stress_level=Low,0.0835346471710108,0.33418107833163785,3.327005292504217
addiction_score=Q4 + gender=Male + stress_level=Low,gaming_hours=Q4,0.0835346471710108,0.8316455696202532,3.327005292504217
reaction_time_ms=Q1,gaming_hours=Q4 + stress_level=Low,0.18169103623649077,0.7261178861788617,3.326102023760482
gaming_hours=Q4 + stress_level=Low,reaction_time_ms=Q1,0.18169103623649077,0.8322655794991263,3.3261020237604817
gaming_hours=Q4 + stress_level=Low,addiction_score=Q4 + device_usage=Q4,0.1276541640178004,0.5847408270238789,3.3253699237475107
addiction_score=Q4 + device_usage=Q4,gaming_hours=Q4 + stress_level=Low,0.1276541640178004,0.7259580621836588,3.3253699237475107
gaming_hours=Q4,gaming_genre=RPG + reaction_time_ms=Q1 + stress_level=Low,0.055054036872218694,0.22024415055951171,3.324798933110479
gaming_genre=RPG + reaction_time_ms=Q1 + stress_level=Low,gaming_hours=Q4,0.055054036872218694,0.8310940499040307,3.3247989331104786
attendance=Q4 + reaction_time_ms=Q1,gaming_hours=Q4,0.051875397329942785,0.8309572301425662,3.32425158447166
gaming_hours=Q4,attendance=Q4 + reaction_time_ms=Q1,0.051875397329942785,0.20752797558494404,3.32425158447166
gaming_genre=Casual + gaming_hours=Q4 + reaction_time_ms=Q1,addiction_score=Q4,0.052638270820089005,0.8296593186372746,3.324131707122855
addiction_score=Q4,gaming_genre=Casual + gaming_hours=Q4 + reaction_time_ms=Q1,0.052638270820089005,0.2109016811003566,3.324131707122855
reaction_time_ms=Q1,gaming_hours=Q4,0.20788302606484424,0.8307926829268292,3.3235933119122643
gaming_hours=Q4,reaction_time_ms=Q1,0.20788302606484424,0.8316378433367243,3.3235933119122643
gaming_hours=Q1,reaction_time_ms=Q4 + study_hours=Q2,0.052765416401780035,0.21002024291497973,3.3235597797310175
gaming_hours=Q1,reaction_time_ms=Q4 + stress_level=Medium + study_hours=Q2,0.052765416401780035,0.21002024291497973,3.3235597797310175
reaction_time_ms=Q4 + stress_level=Medium + study_hours=Q2,gaming_hours=Q1,0.052765416401780035,0.8350100603621731,3.3235597797310175
reaction_time_ms=Q4 + study_hours=Q2,gaming_hours=Q1,0.052765416401780035,0.8350100603621731,3.3235597797310175
reaction_time_ms=Q1,gaming_genre=Casual + gaming_hours=Q4 + stress_level=Low,0.05645263827082009,0.22560975609756095,3.3228852653695076
gaming_genre=Casual + gaming_hours=Q4 + stress_level=Low,reaction_time_ms=Q1,0.05645263827082009,0.8314606741573034,3.3228852653695076
gaming_hours=Q4 + gender=Male + stress_level=Low,reaction_time_ms=Q1,0.08900190718372536,0.831353919239905,3.322458625417608
reaction_time_ms=Q1,gaming_hours=Q4 + gender=Male + stress_level=Low,0.08900190718372536,0.35569105691056907,3.3224586254176076
gaming_hours=Q1,reaction_time_ms=Q4 + sleep_hours=Q2,0.051875397329942785,0.20647773279352225,3.3209557636422344
reaction_time_ms=Q4 + sleep_hours=Q2,gaming_hours=Q1,0.051875397329942785,0.834355828220859,3.3209557636422344
gaming_hours=Q4,age=Q1 + reaction_time_ms=Q1,0.07082008900190719,0.28331637843336727,3.3208395177025833
age=Q1 + reaction_time_ms=Q1,gaming_hours=Q4,0.07082008900190719,0.8301043219076005,3.320839517702583
sleep_hours=Q4 + study_hours=Q4,grades=Q4,0.05390972663699936,0.8297455968688845,3.3194044350833045
grades=Q4,sleep_hours=Q4 + study_hours=Q4,0.05390972663699936,0.21566632756866733,3.319404435083304
gaming_hours=Q1,reaction_time_ms=Q4 + study_hours=Q4,0.05162110616656071,0.20546558704453438,3.3182481357397595
reaction_time_ms=Q4 + study_hours=Q4,gaming_hours=Q1,0.05162110616656071,0.8336755646817248,3.3182481357397595
gaming_hours=Q4 + gender=Male,reaction_time_ms=Q1,0.10235219326128417,0.8298969072164949,3.316635759785433
reaction_time_ms=Q1,gaming_hours=Q4 + gender=Male,0.10235219326128417,0.4090447154471545,3.316635759785433
gender=Male + reaction_time_ms=Q1,gaming_hours=Q4,0.10235219326128417,0.8290422245108136,3.3165905878827817
gaming_hours=Q4,gender=Male + reaction_time_ms=Q1,0.10235219326128417,0.4094608341810783,3.3165905878827817
gaming_hours=Q4 + gender=Female + stress_level=Low,reaction_time_ms=Q1,0.08620470438652257,0.8298653610771114,3.3165096874346958
reaction_time_ms=Q1,gaming_hours=Q4 + gender=Female + stress_level=Low,0.08620470438652257,0.34451219512195125,3.3165096874346958
reaction_time_ms=Q1 + stress_level=Low,device_usage=Q4 + grades=Q1,0.08645899554990465,0.4026050917702783,3.315695336935329
device_usage=Q4 + grades=Q1,reaction_time_ms=Q1 + stress_level=Low,0.08645899554990465,0.712041884816754,3.315695336935329
reaction_time_ms=Q4 + sleep_hours=Q1,gaming_hours=Q1,0.055181182453909725,0.8330134357005757,3.315612688150318
gaming_hours=Q1,reaction_time_ms=Q4 + sleep_hours=Q1,0.055181182453909725,0.21963562753036434,3.3156126881503174
reaction_time_ms=Q1,gaming_hours=Q4 + gender=Female,0.09828353464717102,0.3927845528455285,3.3146464679507313
gaming_hours=Q4 + gender=Female,reaction_time_ms=Q1,0.09828353464717102,0.8293991416309013,3.3146464679507313
device_usage=Q4 + stress_level=Low,addiction_score=Q4 + gaming_hours=Q4,0.1276541640178004,0.6489980607627667,3.3145258103241297
addiction_score=Q4 + gaming_hours=Q4,device_usage=Q4 + stress_level=Low,0.1276541640178004,0.6519480519480519,3.3145258103241297
reaction_time_ms=Q1 + sleep_hours=Q4,gaming_hours=Q4,0.05467260012714558,0.8285163776493256,3.314486932966402
gaming_hours=Q4,reaction_time_ms=Q1 + sleep_hours=Q4,0.05467260012714558,0.21871820956256358,3.314486932966402
addiction_score=Q1 + gender=Male,gaming_hours=Q1 + reaction_time_ms=Q4,0.08518753973299428,0.6957424714434061,3.3143637419154386
gaming_hours=Q1 + reaction_time_ms=Q4,addiction_score=Q1 + gender=Male,0.08518753973299428,0.4058146577831618,3.3143637419154386
reaction_time_ms=Q1,device_usage=Q3 + gaming_hours=Q4 + stress_level=Low,0.05251112523839797,0.20985772357723578,3.314319268945702
device_usage=Q3 + gaming_hours=Q4 + stress_level=Low,reaction_time_ms=Q1,0.05251112523839797,0.8293172690763053,3.314319268945702
gaming_genre=Casual + gaming_hours=Q4,reaction_time_ms=Q1,0.06344564526382708,0.8289036544850498,3.312666281770791
reaction_time_ms=Q1,gaming_genre=Casual + gaming_hours=Q4,0.06344564526382708,0.2535569105691057,3.312666281770791
reaction_time_ms=Q1,device_usage=Q4 + gaming_genre=FPS + gaming_hours=Q4,0.0554354736172918,0.22154471544715448,3.3126410399084985
device_usage=Q4 + gaming_genre=FPS + gaming_hours=Q4,reaction_time_ms=Q1,0.0554354736172918,0.8288973384030419,3.312641039908498
reaction_time_ms=Q1,gaming_hours=Q4 + study_hours=Q3,0.050476795931341384,0.20172764227642276,3.3122920803842693
gaming_hours=Q4 + study_hours=Q3,reaction_time_ms=Q1,0.050476795931341384,0.8288100208768266,3.312292080384269
addiction_score=Q4 + device_usage=Q4 + gender=Female,gaming_hours=Q4,0.06891290527654163,0.8274809160305343,3.3103445598067918
gaming_hours=Q4,addiction_score=Q4 + device_usage=Q4 + gender=Female,0.06891290527654163,0.27568667344862663,3.3103445598067918
grades=Q3 + reaction_time_ms=Q4,addiction_score=Q1 + stress_level=Medium,0.054926891290527656,0.717607973421927,3.3083157743044875
addiction_score=Q1 + stress_level=Medium,grades=Q3 + reaction_time_ms=Q4,0.054926891290527656,0.2532239155920281,3.308315774304487
addiction_score=Q4 + device_usage=Q4,gaming_hours=Q4 + gender=Female,0.06891290527654163,0.3919016630513376,3.3071959011789382
gaming_hours=Q4 + gender=Female,addiction_score=Q4 + device_usage=Q4,0.06891290527654163,0.5815450643776824,3.3071959011789382
device_usage=Q3 + gaming_hours=Q4,reaction_time_ms=Q1,0.06026700572155118,0.8272251308900525,3.3059581577491173
reaction_time_ms=Q1,device_usage=Q3 + gaming_hours=Q4,0.06026700572155118,0.24085365853658536,3.305958157749117
device_usage=Q4 + gaming_hours=Q4 + gender=Female,reaction_time_ms=Q1,0.06751430387794025,0.8271028037383178,3.3054692842489173
reaction_time_ms=Q1,device_usage=Q4 + gaming_hours=Q4 + gender=Female,0.06751430387794025,0.2698170731707317,3.3054692842489173
addiction_score=Q4,device_usage=Q4 + gaming_genre=FPS + reaction_time_ms=Q1,0.05034965034965035,0.20173204279164544,3.3054635761589406
device_usage=Q4 + gaming_genre=FPS + reaction_time_ms=Q1,addiction_score=Q4,0.05034965034965035,0.8250000000000001,3.3054635761589406
gaming_hours=Q1 + grades=Q3 + reaction_time_ms=Q4,addiction_score=Q1,0.05301970756516211,0.8273809523809523,3.3049015695663737
addiction_score=Q1,gaming_hours=Q1 + grades=Q3 + reaction_time_ms=Q4,0.05301970756516211,0.21178263077704418,3.3049015695663737
gaming_hours=Q4 + stress_level=Low,age=Q1 + reaction_time_ms=Q1,0.06153846153846154,0.28188701223063484,3.304085471227933
age=Q1 + reaction_time_ms=Q1,gaming_hours=Q4 + stress_level=Low,0.06153846153846154,0.7213114754098361,3.304085471227933
reaction_time_ms=Q1,gaming_hours=Q4 + study_hours=Q4,0.052129688493324854,0.20833333333333331,3.303511424731183
gaming_hours=Q4 + study_hours=Q4,reaction_time_ms=Q1,0.052129688493324854,0.8266129032258065,3.303511424731183
reaction_time_ms=Q1,gaming_genre=FPS + gaming_hours=Q4 + stress_level=Low,0.070184361093452,0.28048780487804875,3.302449978092595
gaming_genre=FPS + gaming_hours=Q4 + stress_level=Low,reaction_time_ms=Q1,0.070184361093452,0.8263473053892215,3.302449978092595
gaming_hours=Q4 + stress_level=Low,gender=Male + reaction_time_ms=Q1,0.08900190718372536,0.40768782760629,3.3022294172229363
gender=Male + reaction_time_ms=Q1,gaming_hours=Q4 + stress_level=Low,0.08900190718372536,0.7209062821833161,3.302229417222936
reaction_time_ms=Q4,gaming_hours=Q1 + gender=Female + stress_level=Medium,0.08569612205975842,0.34282807731434384,3.300297219188879
gaming_hours=Q1 + gender=Female + stress_level=Medium,reaction_time_ms=Q4,0.08569612205975842,0.824969400244798,3.300297219188879
device_usage=Q4 + gender=Female + reaction_time_ms=Q1,addiction_score=Q4,0.06115702479338843,0.8236301369863014,3.2999750521636577
addiction_score=Q4,device_usage=Q4 + gender=Female + reaction_time_ms=Q1,0.06115702479338843,0.24503311258278143,3.2999750521636573
reaction_time_ms=Q1,attendance=Q1 + gaming_hours=Q4,0.05060394151303242,0.20223577235772358,3.2999675302769624
attendance=Q1 + gaming_hours=Q4,reaction_time_ms=Q1,0.05060394151303242,0.8257261410788381,3.2999675302769624
gaming_genre=RPG + reaction_time_ms=Q1,gaming_hours=Q4,0.06408137317228227,0.8248772504091654,3.2999285729746113
gaming_hours=Q4,gaming_genre=RPG + reaction_time_ms=Q1,0.06408137317228227,0.25635808748728384,3.2999285729746113
reaction_time_ms=Q4,gaming_hours=Q1 + gender=Female,0.09879211697393515,0.39521871820956256,3.2962833708570622
gaming_hours=Q1 + gender=Female,reaction_time_ms=Q4,0.09879211697393515,0.823966065747614,3.2962833708570622
gaming_hours=Q1 + gender=Female + reaction_time_ms=Q4,addiction_score=Q1,0.08150031786395423,0.8249678249678251,3.2952625410725975
addiction_score=Q1,gaming_hours=Q1 + gender=Female + reaction_time_ms=Q4,0.08150031786395423,0.3255459624174708,3.295262541072597
reaction_time_ms=Q4,gaming_hours=Q1 + social_activity=Q3,0.050476795931341384,0.20193285859613427,3.2950247569680418
gaming_hours=Q1 + social_activity=Q3,reaction_time_ms=Q4,0.050476795931341384,0.8236514522821576,3.2950247569680418
reaction_time_ms=Q4 + social_activity=Q3,gaming_hours=Q1,0.050476795931341384,0.8270833333333333,3.2920093201754383
gaming_hours=Q1,reaction_time_ms=Q4 + social_activity=Q3,0.050476795931341384,0.20091093117408904,3.2920093201754383
gaming_hours=Q1,reaction_time_ms=Q4 + social_activity=Q1,0.05162110616656071,0.20546558704453438,3.2912155643691707
reaction_time_ms=Q4 + social_activity=Q1,gaming_hours=Q1,0.05162110616656071,0.8268839103869653,3.2912155643691707
addiction_score=Q1,gaming_hours=Q1 + social_activity=Q3,0.050476795931341384,0.20162519045200608,3.2900044043672776
gaming_hours=Q1 + social_activity=Q3,addiction_score=Q1,0.050476795931341384,0.8236514522821576,3.2900044043672776
gaming_hours=Q4,attendance=Q1 + reaction_time_ms=Q1,0.05060394151303242,0.20244150559511698,3.2896744659206507
attendance=Q1 + reaction_time_ms=Q1,gaming_hours=Q4,0.05060394151303242,0.8223140495867768,3.2896744659206507
reaction_time_ms=Q1,gaming_genre=FPS + gaming_hours=Q4,0.0803560076287349,0.32113821138211385,3.288739625677507
gaming_genre=FPS + gaming_hours=Q4,reaction_time_ms=Q1,0.0803560076287349,0.8229166666666667,3.2887396256775068
device_usage=Q4 + grades=Q1 + stress_level=Low,gaming_hours=Q4,0.09434202161474889,0.8217054263565892,3.2872396634255208
gaming_hours=Q4,device_usage=Q4 + grades=Q1 + stress_level=Low,0.09434202161474889,0.37741607324516785,3.2872396634255203
addiction_score=Q4 + gender=Male,gaming_hours=Q4 + grades=Q1,0.054926891290527656,0.45046923879040673,3.2865867932157227
gaming_hours=Q4 + grades=Q1,addiction_score=Q4 + gender=Male,0.054926891290527656,0.4007421150278293,3.2865867932157222
reaction_time_ms=Q4,attendance=Q1 + gaming_hours=Q1,0.05378258105530833,0.21515768056968465,3.285854675107903
attendance=Q1 + gaming_hours=Q1,reaction_time_ms=Q4,0.05378258105530833,0.821359223300971,3.285854675107903
reaction_time_ms=Q1,gaming_hours=Q4 + social_activity=Q2,0.05454545454545454,0.21798780487804875,3.2844331137276885
gaming_hours=Q4 + social_activity=Q2,reaction_time_ms=Q1,0.05454545454545454,0.82183908045977,3.2844331137276885
device_usage=Q4 + stress_level=Low,addiction_score=Q4 + reaction_time_ms=Q1,0.11532104259376987,0.5862960568842922,3.284343651990711
addiction_score=Q4 + reaction_time_ms=Q1,device_usage=Q4 + stress_level=Low,0.11532104259376987,0.646011396011396,3.284343651990711
addiction_score=Q1 + stress_level=Medium,gaming_hours=Q1 + reaction_time_ms=Q4,0.14952320406865863,0.6893317702227433,3.2838245746831474
gaming_hours=Q1 + reaction_time_ms=Q4,addiction_score=Q1 + stress_level=Medium,0.14952320406865863,0.7122955784373108,3.2838245746831474
gaming_genre=Casual + gaming_hours=Q1,reaction_time_ms=Q4,0.05937698664971392,0.820738137082601,3.2833700143207816
reaction_time_ms=Q4,gaming_genre=Casual + gaming_hours=Q1,0.05937698664971392,0.2375381485249237,3.2833700143207816
addiction_score=Q1,gaming_genre=FPS + gaming_hours=Q1 + reaction_time_ms=Q4,0.07094723458359822,0.28339258506856274,3.2825959964127334
gaming_genre=FPS + gaming_hours=Q1 + reaction_time_ms=Q4,addiction_score=Q1,0.07094723458359822,0.8217967599410898,3.282595996412733
addiction_score=Q1,attendance=Q2 + gaming_hours=Q1,0.05098537825810553,0.20365667851701372,3.2822946240498214
attendance=Q2 + gaming_hours=Q1,addiction_score=Q1,0.05098537825810553,0.8217213114754097,3.282294624049821
attendance=Q3 + gaming_hours=Q4,reaction_time_ms=Q1,0.054926891290527656,0.8212927756653993,3.2822498377075027
reaction_time_ms=Q1,attendance=Q3 + gaming_hours=Q4,0.054926891290527656,0.21951219512195122,3.2822498377075027
attendance=Q3 + reaction_time_ms=Q4,gaming_hours=Q1,0.05073108709472346,0.8243801652892562,3.2812499999999996
gaming_hours=Q1,attendance=Q3 + reaction_time_ms=Q4,0.05073108709472346,0.2019230769230769,3.2812499999999996
addiction_score=Q4 + gaming_genre=Casual,gaming_hours=Q4 + reaction_time_ms=Q1,0.052638270820089005,0.6820428336079079,3.280897178181159
gaming_hours=Q4 + reaction_time_ms=Q1,addiction_score=Q4 + gaming_genre=Casual,0.052638270820089005,0.25321100917431194,3.280897178181159
gaming_hours=Q1 + reaction_time_ms=Q4,addiction_score=Q1,0.17240940877304514,0.821320411871593,3.2806932652971454
addiction_score=Q1,gaming_hours=Q1 + reaction_time_ms=Q4,0.17240940877304514,0.6886744540375825,3.2806932652971454
reaction_time_ms=Q4,gaming_genre=Casual + gaming_hours=Q1 + stress_level=Medium,0.05098537825810553,0.2039674465920651,3.280580710524728
gaming_genre=Casual + gaming_hours=Q1 + stress_level=Medium,reaction_time_ms=Q4,0.05098537825810553,0.820040899795501,3.280580710524728
addiction_score=Q4 + gender=Male,gaming_hours=Q4 + reaction_time_ms=Q1,0.0831532104259377,0.6819603753910323,3.2805005213764336
gaming_hours=Q4 + reaction_time_ms=Q1,addiction_score=Q4 + gender=Male,0.0831532104259377,0.39999999999999997,3.2805005213764336
device_usage=Q4 + reaction_time_ms=Q1,addiction_score=Q4 + gaming_genre=FPS,0.05034965034965035,0.3165467625899281,3.2801584819101244
addiction_score=Q4 + gaming_genre=FPS,device_usage=Q4 + reaction_time_ms=Q1,0.05034965034965035,0.5217391304347826,3.280158481910124
gaming_hours=Q1,gaming_genre=Casual + reaction_time_ms=Q4,0.05937698664971392,0.23633603238866394,3.2782767102942536
gaming_genre=Casual + reaction_time_ms=Q4,gaming_hours=Q1,0.05937698664971392,0.8236331569664902,3.2782767102942536
addiction_score=Q1 + grades=Q3,gaming_hours=Q1 + reaction_time_ms=Q4,0.05301970756516211,0.6881188118811881,3.2780463085678644
gaming_hours=Q1 + reaction_time_ms=Q4,addiction_score=Q1 + grades=Q3,0.05301970756516211,0.2525741974560872,3.2780463085678644
gaming_genre=Casual + reaction_time_ms=Q4 + stress_level=Medium,gaming_hours=Q1,0.05098537825810553,0.8234086242299794,3.2773830109153783
gaming_hours=Q1,gaming_genre=Casual + reaction_time_ms=Q4 + stress_level=Medium,0.05098537825810553,0.20293522267206476,3.2773830109153783
gaming_hours=Q4 + sleep_hours=Q2,reaction_time_ms=Q1,0.05098537825810553,0.820040899795501,3.2772467870384223
reaction_time_ms=Q1,gaming_hours=Q4 + sleep_hours=Q2,0.05098537825810553,0.203760162601626,3.2772467870384223
gender=Female + reaction_time_ms=Q4,gaming_hours=Q1,0.09879211697393515,0.823093220338983,3.2761276204281886
gaming_hours=Q1,gender=Female + reaction_time_ms=Q4,0.09879211697393515,0.3932186234817813,3.2761276204281886
addiction_score=Q1 + grades=Q3 + stress_level=Medium,gaming_hours=Q1,0.05912269548633185,0.8230088495575222,3.2757918025151374
gaming_hours=Q1,addiction_score=Q1 + grades=Q3 + stress_level=Medium,0.05912269548633185,0.2353238866396761,3.2757918025151374
addiction_score=Q1,gaming_hours=Q1 + gender=Male + reaction_time_ms=Q4,0.08518753973299428,0.34027425088877605,3.2757123417872993
gaming_hours=Q1 + gender=Male + reaction_time_ms=Q4,addiction_score=Q1,0.08518753973299428,0.8200734394124847,3.2757123417872993
gaming_hours=Q4,attendance=Q2 + reaction_time_ms=Q1,0.050476795931341384,0.20193285859613427,3.274643160533188
attendance=Q2 + reaction_time_ms=Q1,gaming_hours=Q4,0.050476795931341384,0.8185567010309278,3.274643160533188
gaming_genre=RPG + gaming_hours=Q1 + reaction_time_ms=Q4,addiction_score=Q1,0.052638270820089005,0.81980198019802,3.274628021461365
addiction_score=Q1,gaming_genre=RPG + gaming_hours=Q1 + reaction_time_ms=Q4,0.052638270820089005,0.21025901472828848,3.2746280214613646
gaming_hours=Q1 + reaction_time_ms=Q4,addiction_score=Q1 + gender=Female,0.08150031786395423,0.3882495457298607,3.272864605750648
addiction_score=Q1 + gender=Female,gaming_hours=Q1 + reaction_time_ms=Q4,0.08150031786395423,0.6870310825294749,3.272864605750648
